ident;type;iata_code
WAPH;small_airport;LAH
WAPI;small_airport;SXK
WAPK;small_airport;BJK
WAPL;medium_airport;LUV
WAPN;small_airport;SQN
WAPP;medium_airport;AMQ
WAPR;small_airport;NAM
WAPT;small_airport;TAX
WAPV;small_airport;WBA
WARA;small_airport;MLG
WARC;small_airport;CPF
WARJ;small_airport;JOG
WARQ;small_airport;SOC
WARR;large_airport;SUB
WARS;small_airport;SRG
WART;small_airport;SUP
WARU;small_airport;KWB
WASB;small_airport;NTI
WASC;small_airport;RSK
WASE;small_airport;KEQ
WASF;medium_airport;FKQ
WASI;small_airport;INX
WASK;medium_airport;KNG
WASM;small_airport;RDE
WASO;medium_airport;BXB
WASR;medium_airport;MKW
WAST;small_airport;TXM
WASW;small_airport;WSR
WATB;small_airport;BJW
WATC;small_airport;MOF
WATE;small_airport;ENE
WATG;small_airport;RTG
WATM;small_airport;ARD
WATO;small_airport;LBJ
WATT;small_airport;KOE
WAWB;small_airport;BUW
WAWH;small_airport;KSR
WAWM;small_airport;MXB
WAWS;small_airport;SQR
WAWT;small_airport;TTR
WAWW;small_airport;KDI
WAXX;large_airport;SOQ
WBB;small_airport;WBB
WBC;small_airport;WBC
WBGB;medium_airport;BTU
WBGC;small_airport;BLG
WBGD;small_airport;LSM
WBGF;small_airport;LGL
WBGG;medium_airport;KCH
WBGI;small_airport;ODN
WBGJ;medium_airport;LMN
WBGK;small_airport;MKM
WBGL;small_airport;LKH
WBGM;medium_airport;MUR
WBGN;small_airport;BSE
WBGP;small_airport;KPI
WBGQ;small_airport;BKM
WBGR;medium_airport;MYY
WBGS;medium_airport;SBW
WBGT;small_airport;TGC
WBGU;small_airport;LSU
WBGW;small_airport;LWY
WBGY;closed;SGG
WBGZ;medium_airport;BBN
WBKA;small_airport;SMM
WBKD;medium_airport;LDU
WBKE;small_airport;TEL
WBKG;small_airport;KGU
WBKH;small_airport;SXS
WBKK;medium_airport;BKI
WBKL;medium_airport;LBU
WBKM;small_airport;TMG
WBKN;small_airport;GSA
WBKO;small_airport;SPE
WBKP;small_airport;PAY
WBKR;small_airport;RNU
WBKS;medium_airport;SDK
WBKT;small_airport;KUD
WBKW;medium_airport;TWU
WBMU;medium_airport;MZV
WBSB;large_airport;BWN
WEA;small_airport;WEA
WED;small_airport;WED
WGU;closed;WGU
WGY;closed;WGY
WHL;small_airport;WHL
WI1A;small_airport;CJN
WIBB;medium_airport;PKU
WIBD;medium_airport;DUM
WIBR;small_airport;RKO
WIBS;small_airport;SEQ
WIBT;small_airport;TJB
WICC;medium_airport;BDO
WICD;small_airport;CBN
WICM;small_airport;TSY
WID;closed;WID
WIDD;medium_airport;BTH
WIDE;small_airport;PPR
WIDN;small_airport;TNJ
WIDS;small_airport;SIQ
WIHH;medium_airport;HLP
WIHL;medium_airport;CXP
WIHP;small_airport;PCB
WIII;large_airport;CGK
WILL;medium_airport;TKG
WIMB;medium_airport;GNS
WIME;medium_airport;AEG
WIMK;medium_airport;MES
WIMM;large_airport;KNO
WIMN;small_airport;DTB
WIMP;small_airport;SIW
WIMS;small_airport;FLZ
WIOD;small_airport;TJQ
WIOG;medium_airport;NPO
WIOK;medium_airport;KTG
WIOM;small_airport;MWK
WION;medium_airport;NTX
WIOO;medium_airport;PNK
WIOP;medium_airport;PSU
WIOS;medium_airport;SQG
WIPA;small_airport;DJB
WIPI;small_airport;BUU
WIPK;small_airport;PGK
WIPL;medium_airport;BKS
WIPP;medium_airport;PLM
WIPQ;medium_airport;PDO
WIPR;medium_airport;RGT
WIPT;medium_airport;PDG
WIPU;small_airport;MPC
WIPV;small_airport;KLQ
WITA;small_airport;TPK
WITB;small_airport;SBG
WITC;small_airport;MEQ
WITL;medium_airport;LSX
WITM;small_airport;LSW
WITT;medium_airport;BTJ
WJBK;closed;JBK
WMAN;small_airport;SXT
WMAU;small_airport;MEP
WMBA;small_airport;SWY
WMBI;small_airport;TPG
WMBT;medium_airport;TOD
WMKA;medium_airport;AOR
WMKB;medium_airport;BWH
WMKC;medium_airport;KBR
WMKD;medium_airport;KUA
WMKE;medium_airport;KTE
WMKI;medium_airport;IPH
WMKJ;medium_airport;JHB
WMKK;large_airport;KUL
WMKL;medium_airport;LGK
WMKM;medium_airport;MKZ
WMKN;medium_airport;TGG
WMKP;medium_airport;PEN
WMPA;small_airport;PKG
WMPR;small_airport;RDN
WMSA;medium_airport;SZB
WN07;small_airport;DTR
WNU;small_airport;WNU
WPAT;small_airport;AUT
WPDB;medium_airport;UAI
WPDL;medium_airport;DIL
WPEC;medium_airport;BCH
WPMN;small_airport;MPT
WPOC;small_airport;OEC
WPVQ;small_airport;VIQ
WRKA;small_airport;ABU
WRKL;small_airport;LKA
WRKR;small_airport;RTI
WRKS;small_airport;SAU
WRLA;small_airport;SGQ
WRLB;small_airport;LBW
WRLC;small_airport;BXT
WRLF;small_airport;NNX
WRLH;small_airport;TNB
WRLP;small_airport;LPU
WRLY;heliport;SZH
WSA;small_airport;WSA
WSAP;medium_airport;QPG
WSAT;medium_airport;TGA
WSB;seaplane_base;WSB
WSJ;seaplane_base;UGI
WSM;small_airport;WSM
WSSL;medium_airport;XSP
WSSS;large_airport;SIN
WTT;small_airport;WTT
WUV;small_airport;WUV
WV66;small_airport;GWV
WZQ;small_airport;WZQ
X-TRPM;closed;MNI
X44;seaplane_base;MPB
XBB;seaplane_base;XBB
XBN;small_airport;XBN
XIG;small_airport;XIG
XLO;closed;XLO
XMA;small_airport;XMA
XMUC;closed;MUC
XNG;closed;XNG
XUBS;medium_airport;LNX
XVL;small_airport;XVL
Y01;small_airport;UKN
YABA;medium_airport;ALH
YABI;small_airport;ABG
YADS;small_airport;AWN
YAGD;small_airport;AUD
YAJ;seaplane_base;YAJ
YALA;small_airport;MRP
YALX;small_airport;AXL
YAMC;small_airport;AXC
YAMK;small_airport;ADO
YAMM;small_airport;AMX
YAMT;small_airport;AMT
YANG;small_airport;WLP
YANL;small_airport;AYL
YAPH;medium_airport;ABH
YAQ;seaplane_base;YAQ
YARA;medium_airport;ARY
YARG;small_airport;GYL
YARM;medium_airport;ARM
YARY;small_airport;AAB
YAUR;small_airport;AUU
YAUS;small_airport;AWP
YAUV;small_airport;AVG
YAYE;medium_airport;AYQ
YAYR;small_airport;AYR
YBAF;small_airport;ACF
YBAM;small_airport;ABM
YBAR;medium_airport;BCI
YBAS;medium_airport;ASP
YBAU;small_airport;BDD
YBAW;small_airport;BKP
YBBE;small_airport;BBE
YBBN;large_airport;BNE
YBCG;medium_airport;OOL
YBCK;medium_airport;BKQ
YBCS;medium_airport;CNS
YBCV;medium_airport;CTL
YBDF;small_airport;BDW
YBDG;small_airport;BXG
YBDV;medium_airport;BVI
YBEB;small_airport;BXF
YBEO;small_airport;BTX
YBGB;small_airport;BEE
YBGD;small_airport;OCM
YBGO;small_airport;BQW
YBH;seaplane_base;YBH
YBHI;medium_airport;BHQ
YBHM;medium_airport;HTI
YBIE;medium_airport;BEU
YBIL;small_airport;BIW
YBIZ;small_airport;BZP
YBJ;seaplane_base;YBJ
YBKE;medium_airport;BRK
YBKT;small_airport;BUC
YBLA;medium_airport;BLN
YBLC;small_airport;LCN
YBLL;small_airport;BLS
YBLN;small_airport;BQB
YBMA;medium_airport;ISA
YBMC;medium_airport;MCY
YBMD;small_airport;BFC
YBMK;medium_airport;MKY
YBNA;medium_airport;BNK
YBNS;medium_airport;BSJ
YBOI;small_airport;GIC
YBOK;medium_airport;OKY
YBOU;medium_airport;BQL
YBPI;small_airport;BMP
YBPN;medium_airport;PPP
YBQ;seaplane_base;YBQ
YBRK;medium_airport;ROK
YBRL;small_airport;BOX
YBRM;medium_airport;BME
YBRN;medium_airport;BZD
YBRU;small_airport;BTD
YBRW;medium_airport;BWQ
YBRY;small_airport;BYP
YBTH;medium_airport;BHS
YBTI;medium_airport;BRT
YBTL;medium_airport;TSV
YBTR;medium_airport;BLT
YBTV;small_airport;BVW
YBUD;medium_airport;BDB
YBUN;small_airport;BUY
YBWM;small_airport;BIP
YBWN;small_airport;ZBO
YBWP;medium_airport;WEI
YBWR;small_airport;BCK
YBWW;medium_airport;WTB
YBWX;small_airport;BWB
YBYS;small_airport;BVZ
YCAC;small_airport;CTR
YCAG;small_airport;CGV
YCAH;small_airport;CLH
YCAR;medium_airport;CVQ
YCAS;small_airport;CSI
YCBA;medium_airport;CAZ
YCBB;medium_airport;COJ
YCBE;small_airport;CBY
YCBN;small_airport;CBI
YCBP;medium_airport;CPD
YCBR;small_airport;CRB
YCCA;medium_airport;CCL
YCCT;small_airport;CNC
YCCY;medium_airport;CNJ
YCDO;small_airport;CBX
YCDR;small_airport;CUD
YCDU;medium_airport;CED
YCEE;medium_airport;CVC
YCF;seaplane_base;YCF
YCFD;small_airport;CFI
YCFH;small_airport;CFH
YCFL;small_airport;CQP
YCGO;small_airport;LLG
YCHB;small_airport;CRH
YCHK;small_airport;CKW
YCHT;small_airport;CXT
YCIN;medium_airport;DCN
YCKI;small_airport;CKI
YCKN;medium_airport;CTN
YCMT;medium_airport;CMQ
YCMU;medium_airport;CMA
YCMW;small_airport;CML
YCNF;small_airport;NIF
YCNK;small_airport;CES
YCNM;medium_airport;CNB
YCOD;small_airport;ODL
YCOE;medium_airport;CUQ
YCOI;small_airport;CIE
YCOM;medium_airport;OOM
YCOO;small_airport;CDA
YCOR;medium_airport;CWW
YCPN;small_airport;CFP
YCRG;medium_airport;CYG
YCRK;small_airport;CXQ
YCRY;small_airport;CDQ
YCSV;small_airport;KCE
YCTM;medium_airport;CMD
YCUA;small_airport;CUG
YCUE;small_airport;CUY
YCWA;small_airport;CJF
YCWI;small_airport;CWR
YCWL;small_airport;CCW
YCWR;medium_airport;CWT
YCWY;small_airport;COY
YDAJ;small_airport;DJR
YDAY;small_airport;DBY
YDBI;medium_airport;DRN
YDBR;small_airport;DNB
YDBY;medium_airport;DRB
YDDF;small_airport;DFP
YDGA;small_airport;DGD
YDGN;small_airport;DNG
YDIX;small_airport;DXD
YDKI;small_airport;DKI
YDLK;small_airport;DLK
YDLQ;medium_airport;DNQ
YDLT;small_airport;DDN
YDLV;small_airport;DLV
YDLW;small_airport;DYW
YDMG;small_airport;DMD
YDMN;small_airport;DVR
YDNI;small_airport;NLF
YDOR;small_airport;DRD
YDPD;small_airport;DVP
YDPO;medium_airport;DPO
YDRA;small_airport;DOX
YDRD;small_airport;DRY
YDRH;small_airport;DHD
YDRI;small_airport;DRR
YDUN;small_airport;SRR
YDVR;small_airport;DKV
YDYS;medium_airport;DYA
YE-WDA;small_airport;WDA
YECH;medium_airport;ECH
YECL;small_airport;EUC
YEDA;small_airport;ETD
YEEB;small_airport;ENB
YEIN;small_airport;EIH
YELD;medium_airport;ELC
YELK;small_airport;EKD
YEML;medium_airport;EMD
YEQ;small_airport;YEQ
YERL;small_airport;EDD
YERN;small_airport;ERB
YESE;small_airport;ERQ
YESP;medium_airport;EPR
YEVA;small_airport;EVD
YEVD;small_airport;EVH
YEXM;small_airport;EXM
YFBS;medium_airport;FRB
YFDF;small_airport;KFE
YFIL;small_airport;FLY
YFLI;small_airport;FLS
YFLO;small_airport;FVL
YFNE;small_airport;FIK
YFRT;medium_airport;FOS
YFRV;small_airport;FVR
YFST;small_airport;FOT
YFTZ;medium_airport;FIZ
YGAM;small_airport;GBP
YGAY;small_airport;GAH
YGBI;small_airport;GBL
YGDH;medium_airport;GUH
YGDI;small_airport;GOO
YGDN;small_airport;GDD
YGDS;small_airport;GGD
YGDW;small_airport;GTS
YGE;seaplane_base;YGE
YGEL;medium_airport;GET
YGFN;medium_airport;GFN
YGIA;small_airport;GBW
YGIB;small_airport;GBV
YGKL;small_airport;GKL
YGLA;medium_airport;GLT
YGLB;medium_airport;GUL
YGLE;small_airport;GLG
YGLG;small_airport;GEX
YGLI;medium_airport;GLI
YGLO;small_airport;GLM
YGN;seaplane_base;YGN
YGNF;small_airport;GFE
YGNV;small_airport;GVP
YGON;small_airport;GPD
YGPT;medium_airport;GPN
YGSC;small_airport;GSC
YGTE;medium_airport;GTE
YGTH;medium_airport;GFF
YGTN;small_airport;GTT
YGTO;small_airport;GEE
YGYM;small_airport;GYP
YHAW;small_airport;HWK
YHAY;medium_airport;HXX
YHBA;medium_airport;HVB
YHBR;small_airport;HUB
YHBY;small_airport;HRY
YHDY;small_airport;HIP
YHHY;small_airport;HIG
YHID;medium_airport;HID
YHIL;small_airport;HLL
YHLC;medium_airport;HCQ
YHMB;small_airport;HMG
YHML;medium_airport;HLT
YHOO;small_airport;HOK
YHOT;medium_airport;MHU
YHPN;medium_airport;HTU
YHPV;small_airport;HPE
YHSM;medium_airport;HSM
YHTL;small_airport;HAT
YHUG;small_airport;HGD
YIDK;small_airport;IDK
YIFL;small_airport;IFL
YIFY;small_airport;IFF
YIGM;small_airport;IGH
YIKM;small_airport;IKP
YINJ;small_airport;INJ
YINN;small_airport;INM
YINW;small_airport;IVW
YISF;small_airport;ISI
YIVL;medium_airport;IVR
YJAB;small_airport;JAB
YJDA;small_airport;JUN
YJIN;small_airport;QJD
YJLC;small_airport;JCK
YJNB;small_airport;JUR
YKAL;small_airport;UBU
YKBL;small_airport;KDB
YKBR;small_airport;KAX
YKBY;small_airport;KBY
YKCA;small_airport;KBJ
YKCS;small_airport;KCS
YKER;medium_airport;KRA
YKII;medium_airport;KNS
YKIR;small_airport;KBB
YKKG;small_airport;KFG
YKLA;small_airport;KOH
YKLB;small_airport;KKP
YKMB;small_airport;KRB
YKML;small_airport;KML
YKMP;medium_airport;KPS
YKNG;small_airport;KNI
YKOW;medium_airport;KWM
YKPR;small_airport;KPP
YKRY;medium_airport;KGY
YKSC;medium_airport;KGC
YKT;seaplane_base;YKT
YKUB;small_airport;KUG
YKUR;small_airport;KRD
YLAH;small_airport;LWH
YLEC;medium_airport;LGH
YLEO;medium_airport;LNO
YLEV;small_airport;LEL
YLFD;small_airport;LFP
YLHI;small_airport;LDH
YLHR;medium_airport;IRG
YLHS;small_airport;LTP
YLIM;small_airport;LIB
YLIN;small_airport;LDC
YLIS;medium_airport;LSY
YLKN;small_airport;LNH
YLLE;small_airport;BBL
YLND;small_airport;LKD
YLOK;small_airport;LOC
YLOR;small_airport;LOA
YLOV;small_airport;LTV
YLP;small_airport;YLP
YLRA;small_airport;LUU
YLRD;medium_airport;LHG
YLRE;medium_airport;LRE
YLRS;small_airport;LUT
YLST;medium_airport;LER
YLTN;small_airport;LVO
YLTV;medium_airport;TGN
YLZI;small_airport;LZR
YMAA;small_airport;UBB
YMAV;medium_airport;AVV
YMAY;medium_airport;ABX
YMBA;medium_airport;MRG
YMBL;small_airport;MBB
YMCO;small_airport;XMC
YMCR;small_airport;MFP
YMCT;small_airport;MLR
YMDG;medium_airport;DGE
YMDI;small_airport;MQA
YMDS;small_airport;MNW
YMEK;medium_airport;MKR
YMEN;medium_airport;MEB
YMER;medium_airport;MIM
YMEU;small_airport;MLV
YMGB;small_airport;MGT
YMGD;medium_airport;MNG
YMGN;small_airport;GSN
YMGR;small_airport;MGV
YMGT;small_airport;MQZ
YMGV;small_airport;MVU
YMHB;medium_airport;HBA
YMHO;small_airport;MHO
YMHU;small_airport;MCV
YMIA;medium_airport;MQL
YMIN;small_airport;XML
YMIP;small_airport;MIH
YMIT;small_airport;MTQ
YMJM;small_airport;MJP
YMLS;small_airport;WLE
YMLT;medium_airport;LST
YMMB;medium_airport;MBW
YMMI;small_airport;WUI
YMML;large_airport;MEL
YMMU;small_airport;MMM
YMND;small_airport;MTL
YMNE;medium_airport;WME
YMNK;small_airport;ONR
YMNS;small_airport;MSF
YMNY;small_airport;OXY
YMOG;medium_airport;MMG
YMOO;small_airport;OOR
YMOR;medium_airport;MRZ
YMOT;small_airport;MET
YMPA;small_airport;MIN
YMQA;small_airport;MQE
YMRB;medium_airport;MOV
YMRE;small_airport;RRE
YMRW;small_airport;MWB
YMRY;medium_airport;MYA
YMSF;small_airport;MTD
YMTA;small_airport;MIY
YMTB;small_airport;UTB
YMTG;medium_airport;MGB
YMTI;small_airport;ONG
YMTO;small_airport;MNQ
YMUC;small_airport;MUQ
YMUG;small_airport;MNE
YMUI;small_airport;MYI
YMUK;small_airport;MVK
YMUP;small_airport;MUP
YMVG;small_airport;MKV
YMWA;small_airport;MXU
YMWT;small_airport;MWT
YMWX;small_airport;MXD
YMYB;small_airport;MBH
YMYT;small_airport;RTY
YNAP;small_airport;NMR
YNAR;medium_airport;NRA
YNBR;medium_airport;NAA
YNGU;medium_airport;RPM
YNHS;small_airport;NBH
YNIC;small_airport;NLS
YNKA;small_airport;NKB
YNMN;small_airport;NMP
YNPB;small_airport;NPP
YNRC;small_airport;NAC
YNRG;small_airport;NRG
YNRM;medium_airport;QRM
YNRV;small_airport;RVT
YNSH;small_airport;NSV
YNSM;small_airport;NSM
YNTN;medium_airport;NTN
YNUB;small_airport;NUR
YNUL;small_airport;NLL
YNUM;small_airport;NUB
YNUT;small_airport;UTD
YNWN;medium_airport;ZNE
YNYN;small_airport;NYN
YOEN;small_airport;OPI
YOI;small_airport;YOI
YOLA;small_airport;XCO
YOLD;small_airport;OLP
YOLW;small_airport;ONS
YOOD;small_airport;ODD
YOOM;small_airport;MOO
YORB;small_airport;RBS
YORG;medium_airport;OAG
YORV;small_airport;ODR
YOSB;small_airport;OSO
YOUY;small_airport;OYN
YPAD;large_airport;ADL
YPAG;medium_airport;PUG
YPAM;small_airport;PMK
YPBO;medium_airport;PBO
YPCC;medium_airport;CCK
YPDA;small_airport;PDN
YPDI;small_airport;PDE
YPDN;medium_airport;DRW
YPDO;small_airport;PRD
YPEC;small_airport;BEO
YPGV;medium_airport;GOV
YPIR;medium_airport;PPI
YPJT;medium_airport;JAD
YPKA;medium_airport;KTA
YPKG;medium_airport;KGI
YPKS;medium_airport;PKE
YPKT;medium_airport;PKT
YPKU;medium_airport;KNX
YPLC;medium_airport;PLO
YPLM;medium_airport;LEA
YPMH;small_airport;PXH
YPMP;small_airport;EDR
YPMQ;medium_airport;PQQ
YPNG;small_airport;PEY
YPOD;medium_airport;PTJ
YPPD;medium_airport;PHE
YPPH;large_airport;PER
YPSH;small_airport;PEA
YPTN;medium_airport;KTR
YPWR;small_airport;UMR
YPXM;medium_airport;XCH
YQDI;small_airport;UIR
YQJ;seaplane_base;YQJ
YQLP;medium_airport;ULP
YQNS;small_airport;UEE
YRBR;small_airport;RRV
YRC;seaplane_base;YRC
YRD;small_airport;YRD
YREN;medium_airport;RMK
YRMD;small_airport;RCM
YRNG;small_airport;RAM
YROB;small_airport;ROH
YROE;small_airport;RBU
YROI;small_airport;RBC
YROM;medium_airport;RMA
YRRB;small_airport;RPB
YRSB;small_airport;RSB
YRTI;small_airport;RTS
YRTP;small_airport;RTP
YRYH;small_airport;RHL
YSAN;small_airport;NDS
YSBK;medium_airport;BWU
YSCB;large_airport;CBR
YSCH;medium_airport;CFS
YSCN;medium_airport;CDU
YSCO;small_airport;NSO
YSCR;small_airport;SQC
YSDU;medium_airport;DBO
YSGE;small_airport;SGO
YSGT;small_airport;SIX
YSGW;small_airport;ZGL
YSHG;small_airport;SGP
YSHK;medium_airport;MJK
YSHR;small_airport;JHQ
YSHT;medium_airport;SHT
YSII;small_airport;SBR
YSMI;medium_airport;SIO
YSMP;small_airport;SHU
YSMR;small_airport;STH
YSNB;medium_airport;SNB
YSNF;medium_airport;NLK
YSNW;medium_airport;NOA
YSPE;small_airport;SNH
YSPK;small_airport;SCG
YSPT;small_airport;SHQ
YSPV;small_airport;KSV
YSRI;medium_airport;XRH
YSRN;small_airport;SRN
YSSY;large_airport;SYD
YSTH;small_airport;HLS
YSTI;seaplane_base;STF
YSTW;medium_airport;TMW
YSVP;small_airport;SSP
YSWG;medium_airport;WGA
YSWH;medium_airport;SWH
YSWL;medium_airport;SWC
YTAA;small_airport;XTR
YTAB;small_airport;TBL
YTAM;small_airport;XTO
YTAR;small_airport;TAQ
YTBF;small_airport;PYX
YTBR;small_airport;TBK
YTDR;small_airport;TDR
YTEE;small_airport;TQP
YTEF;medium_airport;TEF
YTEM;medium_airport;TEM
YTGA;small_airport;TAN
YTGM;medium_airport;XTG
YTHD;small_airport;TDN
YTHY;small_airport;TYG
YTIB;medium_airport;TYB
YTKY;small_airport;TKY
YTMO;small_airport;PHQ
YTMU;medium_airport;TUM
YTMY;small_airport;TYP
YTNB;small_airport;TXR
YTNG;medium_airport;THG
YTNK;medium_airport;TCA
YTOC;small_airport;TCW
YTRE;medium_airport;TRO
YTST;small_airport;TTX
YTU;closed;YTU
YTWB;small_airport;TWB
YTY;medium_airport;YTY
YUDA;small_airport;UDA
YUNY;small_airport;CZY
YUSL;small_airport;USL
YVRD;small_airport;VCD
YVRS;small_airport;VNR
YWAL;small_airport;WLA
YWAV;small_airport;WAV
YWBL;small_airport;WMB
YWBS;small_airport;SYU
YWCA;small_airport;WIO
YWCH;small_airport;WLC
YWCK;small_airport;WAZ
YWDA;small_airport;WND
YWDG;small_airport;WRN
YWDH;medium_airport;WNR
YWDL;small_airport;WON
YWDV;small_airport;MFL
YWGT;medium_airport;WGT
YWHA;medium_airport;WYA
YWHI;small_airport;WSY
YWIT;small_airport;WIT
YWKB;medium_airport;WKB
YWLG;medium_airport;WGE
YWLM;medium_airport;NTL
YWLU;medium_airport;WUN
YWMP;small_airport;WPK
YWND;small_airport;WDI
YWOL;medium_airport;WOL
YWOR;small_airport;WLL
YWRN;medium_airport;QRR
YWSL;medium_airport;SXE
YWTL;small_airport;WLO
YWTN;medium_airport;WIN
YWUD;small_airport;WUD
YWWA;small_airport;WEW
YWWG;small_airport;WRW
YWWI;small_airport;WWI
YWWL;medium_airport;WWY
YWYM;small_airport;WYN
YWYY;medium_airport;BWT
YYA;medium_airport;YYA
YYAL;small_airport;YLG
YYKI;small_airport;OKR
YYLR;small_airport;KYF
YYMI;small_airport;XMY
YYND;small_airport;YUE
YYNG;medium_airport;NGA
YYOR;small_airport;ORR
YYTA;small_airport;KYI
Z13;small_airport;KKI
Z48;small_airport;BCC
Z59;seaplane_base;JBT
Z71;seaplane_base;CZP
Z78;seaplane_base;KBW
Z91;small_airport;KBC
Z93;small_airport;CZC
ZA-0021;heliport;HPR
ZA-0069;small_airport;ULX
ZA-0072;small_airport;TDT
ZA-0094;small_airport;HZV
ZA-0095;small_airport;KHO
ZA-0096;small_airport;MBM
ZA-0097;small_airport;INY
ZA-0098;small_airport;TSD
ZA-0138;small_airport;SSX
ZA-KIG;small_airport;KIG
ZBAA;large_airport;PEK
ZBAD;large_airport;PKX
ZBCD;medium_airport;CDE
ZBCF;medium_airport;CIF
ZBCZ;small_airport;CIH
ZBDH;medium_airport;BPE
ZBDS;medium_airport;DSN
ZBDT;small_airport;DAT
ZBER;medium_airport;ERL
ZBES;medium_airport;YIE
ZBHD;medium_airport;HDG
ZBHH;large_airport;HET
ZBHZ;medium_airport;HUO
ZBK;closed;ZBK
ZBLA;medium_airport;HLD
ZBLF;medium_airport;LFQ
ZBLL;medium_airport;LLV
ZBMZ;medium_airport;NZH
ZBNY;large_airport;NAY
ZBOW;medium_airport;BAV
ZBSJ;medium_airport;SJW
ZBTJ;large_airport;TSN
ZBTL;medium_airport;TGO
ZBUC;medium_airport;UCB
ZBUH;small_airport;WUA
ZBUL;small_airport;HLH
ZBXH;medium_airport;XIL
ZBXT;small_airport;XNT
ZBXZ;small_airport;WUT
ZBYC;small_airport;YCU
ZBYN;large_airport;TYN
ZBYZ;medium_airport;RLK
ZBZL;medium_airport;NZL
ZDY;small_airport;ZDY
ZEN;small_airport;ZEN
ZGBH;small_airport;BHY
ZGCD;medium_airport;CGD
ZGCJ;medium_airport;HJJ
ZGDY;small_airport;DYG
ZGGG;large_airport;CAN
ZGHA;large_airport;CSX
ZGHC;medium_airport;HCJ
ZGHU;small_airport;SHF
ZGHY;small_airport;HNY
ZGKL;large_airport;KWL
ZGLG;medium_airport;LLF
ZGMX;small_airport;MXZ
ZGNN;large_airport;NNG
ZGOW;medium_airport;SWA
ZGSD;medium_airport;ZUH
ZGSY;medium_airport;WGN
ZGSZ;large_airport;SZX
ZGWZ;small_airport;WUZ
ZGXN;small_airport;XIN
ZGZH;medium_airport;LZH
ZGZJ;medium_airport;ZHA
ZHAY;small_airport;AYN
ZHCC;large_airport;CGO
ZHES;small_airport;ENH
ZHGH;medium_airport;LHK
ZHHH;large_airport;WUH
ZHLY;small_airport;LYA
ZHNY;small_airport;NNY
ZHSN;medium_airport;HPG
ZHSS;small_airport;SHS
ZHSY;medium_airport;WDS
ZHXF;small_airport;XFN
ZHYC;medium_airport;YIH
ZIZ;heliport;ZIZ
ZJHK;large_airport;HAK
ZJQH;medium_airport;BAR
ZJSY;large_airport;SYX
ZKPY;medium_airport;FNJ
ZKSD;medium_airport;DSO
ZKWS;medium_airport;WOS
ZLAK;small_airport;AKA
ZLDH;medium_airport;DNH
ZLDL;small_airport;HXD
ZLG;closed;ZLG
ZLGM;medium_airport;GOQ
ZLGY;medium_airport;GYU
ZLHX;medium_airport;HTT
ZLHZ;small_airport;HZG
ZLJN;medium_airport;JNG
ZLJQ;medium_airport;JGN
ZLLL;medium_airport;LHW
ZLLN;medium_airport;LNL
ZLQY;medium_airport;IQN
ZLSN;medium_airport;SIA
ZLXH;medium_airport;GXH
ZLXN;medium_airport;XNN
ZLXY;large_airport;XIY
ZLYA;small_airport;ENY
ZLYL;small_airport;UYN
ZLZW;medium_airport;ZHY
ZMAH;medium_airport;AVK
ZMAT;medium_airport;LTI
ZMBH;medium_airport;BYN
ZMBN;medium_airport;UGA
ZMBR;small_airport;UGT
ZMBS;small_airport;HBU
ZMBU;medium_airport;UUN
ZMCD;medium_airport;COQ
ZMD;small_airport;ZMD
ZMDN;small_airport;ULZ
ZMDZ;medium_airport;DLZ
ZMHH;small_airport;KHR
ZMHU;small_airport;HJT
ZMKD;medium_airport;HVD
ZMMN;medium_airport;MXV
ZMTG;small_airport;TSZ
ZMTL;small_airport;TNZ
ZMUB;large_airport;ULN
ZMUG;small_airport;ULO
ZMUL;small_airport;ULG
ZNC;small_airport;ZNC
ZPCW;medium_airport;CWJ
ZPDL;medium_airport;DLU
ZPDQ;medium_airport;DIG
ZPJH;medium_airport;JHG
ZPJM;medium_airport;JMJ
ZPLJ;medium_airport;LJG
ZPLX;medium_airport;LUM
ZPPP;large_airport;KMG
ZPSM;small_airport;SYM
ZPWS;small_airport;WNH
ZPZT;small_airport;ZAT
ZSAM;large_airport;XMN
ZSAQ;medium_airport;AQG
ZSBB;medium_airport;BFU
ZSCG;small_airport;CZX
ZSCN;medium_airport;KHN
ZSFY;medium_airport;FUG
ZSFZ;large_airport;FOC
ZSGZ;small_airport;KOW
ZSHC;large_airport;HGH
ZSJD;medium_airport;JDZ
ZSJJ;small_airport;JIU
ZSJN;large_airport;TNA
ZSJU;medium_airport;JUZ
ZSLD;medium_airport;LCX
ZSLG;small_airport;LYG
ZSLQ;medium_airport;HYN
ZSLY;small_airport;LYI
ZSNB;large_airport;NGB
ZSNJ;large_airport;NKG
ZSOF;medium_airport;HFE
ZSPD;large_airport;PVG
ZSQD;medium_airport;TAO
ZSQZ;medium_airport;JJN
ZSRG;medium_airport;RUG
ZSRZ;medium_airport;RIZ
ZSSS;large_airport;SHA
ZSSZ;medium_airport;SZV
ZSTX;medium_airport;TXN
ZSWF;medium_airport;WEF
ZSWH;medium_airport;WEH
ZSWU;medium_airport;WHU
ZSWX;medium_airport;WUX
ZSWY;medium_airport;WUS
ZSWZ;large_airport;WNZ
ZSXZ;medium_airport;XUZ
ZSYA;medium_airport;YTY
ZSYC;medium_airport;YIC
