ident;type;iata_code
FZFK;medium_airport;GMA
FZFP;small_airport;KLI
FZFU;small_airport;BMB
FZGA;medium_airport;LIQ
FZGN;small_airport;BNB
FZGV;small_airport;IKL
FZIC;medium_airport;FKI
FZIR;small_airport;YAN
FZJH;medium_airport;IRP
FZKA;medium_airport;BUX
FZKJ;medium_airport;BZU
FZMA;medium_airport;BKY
FZMB;small_airport;RUE
FZNA;medium_airport;GOM
FZNP;small_airport;BNC
FZOA;medium_airport;KND
FZOD;small_airport;KLY
FZOP;small_airport;PUN
FZQA;medium_airport;FBM
FZQC;small_airport;PWO
FZQG;small_airport;KEC
FZQM;medium_airport;KWZ
FZRA;small_airport;MNO
FZRB;small_airport;BDV
FZRF;medium_airport;FMI
FZRM;small_airport;KBO
FZRQ;small_airport;KOO
FZSA;medium_airport;KMN
FZSK;small_airport;KAP
FZTK;small_airport;KNM
FZUA;medium_airport;KGA
FZUG;small_airport;LZA
FZUK;small_airport;TSH
FZVA;small_airport;LJA
FZVI;small_airport;LBO
FZVM;small_airport;MEW
FZVR;small_airport;BAN
FZVS;small_airport;PFR
FZWA;medium_airport;MJM
FZWC;small_airport;GDJ
FZWT;small_airport;KBN
GA-AKE;small_airport;AKE
GA-GAX;small_airport;GAX
GAB;small_airport;GAB
GABS;large_airport;BKO
GAGM;small_airport;GUD
GAGO;medium_airport;GAQ
GAKA;small_airport;KNZ
GAKO;small_airport;KTX
GAKY;medium_airport;KYS
GAMB;medium_airport;MZI
GANK;small_airport;NRM
GANR;small_airport;NIX
GASK;small_airport;KSS
GATB;medium_airport;TOM
GAYE;small_airport;EYL
GAZ;small_airport;GAZ
GB-0070;closed;HOY
GB-DOC;small_airport;DOC
GB-FLH;small_airport;FLH
GB-FOA;small_airport;FOA
GB-OUK;medium_airport;OUK
GB-PSV;small_airport;PSV
GBM;small_airport;GBM
GBYD;medium_airport;BJL
GCFV;medium_airport;FUE
GCGM;small_airport;GMZ
GCHI;medium_airport;VDE
GCLA;large_airport;SPC
GCLP;large_airport;LPA
GCRR;medium_airport;ACE
GCTS;large_airport;TFS
GCV;small_airport;GCV
GCXO;large_airport;TFN
GDA;closed;GDA
GECE;heliport;JCU
GEML;medium_airport;MLN
GEW;small_airport;GEW
GFBN;medium_airport;BTE
GFBO;medium_airport;KBS
GFD;small_airport;GFD
GFGK;small_airport;GBK
GFHA;small_airport;HGS
GFKB;small_airport;KBA
GFKE;medium_airport;KEN
GFLL;large_airport;FNA
GFYE;medium_airport;WYE
GGBU;small_airport;BQE
GGOV;medium_airport;OXB
GHE;small_airport;GHE
GL-JGR;heliport;JGR
GL-QCU;heliport;QCU
GLBU;small_airport;UCN
GLCP;small_airport;CPA
GLGE;small_airport;SNI
GLMR;medium_airport;MLW
GLNA;small_airport;NIA
GLP;small_airport;GLP
GLRB;large_airport;ROB
GLST;small_airport;SAZ
GLTN;small_airport;THC
GLVA;small_airport;VOI
GMAD;medium_airport;AGA
GMAT;medium_airport;TTA
GMAZ;small_airport;OZG
GMFB;medium_airport;UAR
GMFF;medium_airport;FEZ
GMFK;medium_airport;ERH
GMFM;medium_airport;MEK
GMFO;medium_airport;OUD
GMMA;medium_airport;SMW
GMMB;small_airport;GMD
GMMC;closed;CAS
GMMD;small_airport;BEM
GMME;medium_airport;RBA
GMMF;small_airport;SII
GMMH;medium_airport;VIL
GMMI;small_airport;ESU
GMML;medium_airport;EUN
GMMN;large_airport;CMN
GMMS;small_airport;SFI
GMMW;medium_airport;NDR
GMMX;medium_airport;RAK
GMMY;medium_airport;NNA
GMMZ;medium_airport;OZZ
GMQ;medium_airport;GMQ
GMTA;medium_airport;AHU
GMTN;medium_airport;TTU
GMTT;medium_airport;TNG
GNU;small_airport;GNU
GOBD;large_airport;DSS
GOC;small_airport;GOC
GODK;small_airport;KDA
GOGG;medium_airport;ZIG
GOGS;medium_airport;CSK
GOOK;medium_airport;KLC
GOOY;large_airport;DKR
GOSM;medium_airport;MAX
GOSP;small_airport;POD
GOSR;small_airport;RDT
GOSS;medium_airport;XLS
GOTB;medium_airport;BXE
GOTK;medium_airport;KGG
GOTS;small_airport;SMY
GOTT;medium_airport;TUD
GQNA;small_airport;AEO
GQNB;small_airport;OTL
GQNC;small_airport;THI
GQND;small_airport;TIY
GQNE;small_airport;BGH
GQNF;small_airport;KFA
GQNH;small_airport;TMD
GQNI;small_airport;EMN
GQNJ;small_airport;AJJ
GQNK;small_airport;KED
GQNL;small_airport;MOM
GQNO;large_airport;NKC
GQNS;small_airport;SEY
GQNT;small_airport;THT
GQPA;medium_airport;ATR
GQPF;small_airport;FGD
GQPP;medium_airport;NDB
GQPZ;small_airport;OUZ
GRC;small_airport;GRC
GRH;closed;GRH
GSZ;small_airport;GMT
GT-0001;small_airport;CIQ
GT-0002;small_airport;DON
GT-0003;small_airport;ENJ
GT-0004;small_airport;PCG
GT-0006;small_airport;TKM
GT-0007;small_airport;UAX
GT-PKJ;small_airport;PKJ
GTZ;small_airport;GTZ
GUCY;medium_airport;CKY
GUE;small_airport;GUE
GUFA;small_airport;FIG
GUFH;small_airport;FAA
GUKU;small_airport;KSI
GULB;small_airport;LEK
GUMA;small_airport;MCA
GUNZ;small_airport;NZE
GUOK;small_airport;BKJ
GUSB;small_airport;SBI
GUSI;small_airport;GII
GUXN;small_airport;KNN
GVAC;large_airport;SID
GVAN;small_airport;NTO
GVBA;medium_airport;BVC
GVE;small_airport;GVE
GVMA;medium_airport;MMO
GVMT;small_airport;MTI
GVNP;medium_airport;RAI
GVSF;small_airport;SFL
GVSN;medium_airport;SNE
GVSV;medium_airport;VXE
GWN;closed;GWN
GWW;closed;GWW
GY-BCG;small_airport;BCG
GY-BTO;small_airport;BTO
GY-DOE;small_airport;DOE
GY-LDO;small_airport;LDO
GY-WSO;small_airport;WSO
HAAB;large_airport;ADD
HAAM;medium_airport;AMH
HAAX;medium_airport;AXU
HABC;small_airport;BCO
HABD;medium_airport;BJR
HABE;small_airport;BEI
HADB;closed;DGC
HADC;small_airport;DSE
HADD;small_airport;DEM
HADM;small_airport;DBM
HADR;medium_airport;DIR
HADT;small_airport;DBT
HAFN;small_airport;FNH
HAGB;small_airport;GOB
HAGH;small_airport;GNN
HAGM;medium_airport;GMB
HAGN;medium_airport;GDQ
HAGO;medium_airport;GDE
HAGR;small_airport;GOR
HAHM;medium_airport;QHR
HAHU;small_airport;HUE
HAJJ;medium_airport;JIJ
HAJM;medium_airport;JIM
HAKD;small_airport;ABK
HAKL;small_airport;LFO
HALA;small_airport;AWA
HALL;small_airport;LLI
HAMA;small_airport;MKS
HAMK;medium_airport;MQX
HAMM;small_airport;ETE
HAMN;small_airport;NDM
HAMR;small_airport;MUJ
HAMT;small_airport;MTF
HANG;small_airport;EGL
HANJ;small_airport;NEJ
HANK;small_airport;NEK
HAPW;small_airport;PWI
HASD;small_airport;SXU
HASK;small_airport;SKR
HASM;small_airport;SZE
HASO;medium_airport;ASO
HATP;small_airport;TIE
HAWC;small_airport;WAC
HAWR;small_airport;WRA
HAY;small_airport;HAY
HAZ;small_airport;HAZ
HBBA;medium_airport;BJM
HBBE;small_airport;GID
HBBO;small_airport;KRE
HBT;seaplane_base;HBT
HCMA;small_airport;ALU
HCMB;small_airport;BIB
HCMC;small_airport;CXN
HCMD;small_airport;BSY
HCME;small_airport;HCM
HCMF;small_airport;BSA
HCMG;small_airport;GSR
HCMH;medium_airport;HGA
HCMI;medium_airport;BBO
HCMJ;small_airport;LGX
HCMK;medium_airport;KMU
HCMM;medium_airport;MGQ
HCMN;small_airport;BLW
HCMO;small_airport;CMO
HCMR;small_airport;GLK
HCMS;small_airport;CMS
HCMU;small_airport;ERA
HCMV;small_airport;BUO
HCMW;small_airport;GGR
HDAM;medium_airport;JIB
HDAS;small_airport;AII
HDMO;small_airport;MHI
HDOB;small_airport;OBC
HDTJ;small_airport;TDJ
HE13;medium_airport;CCE
HE24;small_airport;SEW
HE25;small_airport;EMY
HE40;small_airport;SQK
HEAL;medium_airport;DBB
HEAR;medium_airport;AAC
HEAT;medium_airport;ATZ
HEAX;medium_airport;ALY
HEBA;medium_airport;HBE
HEBL;medium_airport;ABS
HECA;large_airport;CAI
HECW;medium_airport;CWE
HEDK;small_airport;DAK
HEGN;large_airport;HRG
HEGR;medium_airport;EGH
HEKG;small_airport;UVL
HELX;large_airport;LXR
HEMA;medium_airport;RMF
HEMK;medium_airport;HMB
HEMM;medium_airport;MUH
HEO;small_airport;HEO
HEOW;small_airport;GSQ
HEPS;medium_airport;PSD
HESC;medium_airport;SKV
HESH;medium_airport;SSH
HESN;medium_airport;ASW
HETB;medium_airport;TCP
HETR;small_airport;ELT
HEY;heliport;HEY
HGT;heliport;HGT
HHAS;medium_airport;ASM
HHMS;medium_airport;MSW
HHSB;medium_airport;ASA
HHTS;small_airport;TES
HI01;small_airport;HPV
HI07;heliport;WKL
HIA;medium_airport;HIA
HIL;small_airport;HIL
HKAM;medium_airport;ASV
HKB;small_airport;HKB
HKEL;medium_airport;EDL
HKES;small_airport;EYS
HKFG;small_airport;KLK
HKGA;small_airport;GAS
HKHO;small_airport;HOA
HKJK;large_airport;NBO
HKKG;small_airport;GGM
HKKI;medium_airport;KIS
HKKL;small_airport;ILU
HKKR;small_airport;KEY
HKKT;medium_airport;KTL
HKLK;medium_airport;LKG
HKLO;medium_airport;LOK
HKLU;medium_airport;LAU
HKLY;small_airport;LOY
HKMA;small_airport;NDE
HKMB;small_airport;RBT
HKML;medium_airport;MYD
HKMO;large_airport;MBA
HKMS;medium_airport;MRE
HKMY;small_airport;OYL
HKNI;small_airport;NYE
HKNK;small_airport;NUU
HKNW;medium_airport;WIL
HKNY;medium_airport;NYK
HKSB;small_airport;UAS
HKUK;small_airport;UKA
HKWJ;medium_airport;WJR
HLGD;medium_airport;SRX
HLGN;small_airport;TOB
HLGT;medium_airport;GHT
HLKF;medium_airport;AKF
HLLB;medium_airport;BEN
HLLM;medium_airport;MJI
HLLQ;medium_airport;LAQ
HLLS;medium_airport;SEB
HLLT;large_airport;TIP
HLMB;medium_airport;LMQ
HLON;small_airport;HUQ
HLTD;medium_airport;LTD
HLZN;small_airport;ZIS
HLZW;small_airport;WAX
HN-MUG;small_airport;EDQ
HNE;small_airport;HNE
HOO;small_airport;HOO
HRC;small_airport;HRC
HRYG;medium_airport;GYI
HRYI;small_airport;BTQ
HRYR;large_airport;KGL
HRYU;small_airport;RHG
HRZA;medium_airport;KME
HSAT;small_airport;ATB
HSDB;small_airport;EDB
HSDN;medium_airport;DOG
HSDZ;small_airport;RSS
HSFA;medium_airport;HGI
HSFS;medium_airport;ELF
HSGF;small_airport;GSU
HSGG;small_airport;DNX
HSGN;small_airport;EGN
HSHG;small_airport;HEG
HSJ;small_airport;HSJ
HSKA;medium_airport;KSL
HSKG;small_airport;GBU
HSKI;small_airport;KST
HSLI;small_airport;KDX
HSMK;small_airport;RBX
HSMN;medium_airport;MWE
HSNH;small_airport;NUD
HSNN;small_airport;UYL
HSNW;small_airport;NHF
HSOB;medium_airport;EBD
HSPN;medium_airport;PZU
HSSJ;large_airport;JUB
HSSM;medium_airport;MAK
HSSS;large_airport;KRT
HSSW;small_airport;WHF
HSWD;small_airport;DNI
HSWW;medium_airport;WUU
HSZA;small_airport;ZLX
HTAR;medium_airport;ARK
HTBU;small_airport;BKZ
HTDA;large_airport;DAR
HTDO;medium_airport;DOD
HTGW;medium_airport;MBI
HTIR;medium_airport;IRI
HTKA;small_airport;TKQ
HTKI;small_airport;KIY
HTKJ;medium_airport;JRO
HTLI;small_airport;LDI
HTLM;medium_airport;LKY
HTM;small_airport;HTM
HTMA;small_airport;MFA
HTMD;small_airport;MWN
HTMI;small_airport;XMI
HTMS;small_airport;QSI
HTMT;medium_airport;MYW
HTMU;small_airport;MUZ
HTMW;medium_airport;MWZ
HTNA;small_airport;NCH
HTNJ;small_airport;JOM
HTPE;medium_airport;PMA
HTSN;small_airport;SEU
HTSO;small_airport;SGX
HTSU;small_airport;SUT
HTSY;small_airport;SHY
HTTB;small_airport;TBO
HTTG;medium_airport;TGT
HTZA;large_airport;ZNZ
HUAR;medium_airport;RUA
HUEN;large_airport;EBB
HUGU;medium_airport;ULU
HUJI;small_airport;JIN
HUKC;closed;KLA
HUKF;small_airport;PAF
HUKS;small_airport;KSE
HUMA;small_airport;MBQ
HUMI;small_airport;KCU
HUSO;medium_airport;SRT
HUTO;small_airport;TRY
HWA;small_airport;HWA
HYL;seaplane_base;HYL
IBI;small_airport;IBI
IBL;medium_airport;IBL
ICO;small_airport;ICO
ID-0003;small_airport;PPJ
ID-0006;small_airport;JBB
ID-0011;small_airport;BWX
ID-0017;large_airport;AAP
ID-0169;small_airport;BXW
ID-AAS;small_airport;AAS
ID-AGD;small_airport;AGD
ID-AKQ;small_airport;AKQ
ID-AYW;small_airport;AYW
ID-BJG;small_airport;BJG
ID-BXM;small_airport;BXM
ID-DRH;small_airport;DRH
ID-ELR;small_airport;ELR
ID-EWE;small_airport;EWE
ID-FOO;small_airport;FOO
ID-GAV;small_airport;GAV
ID-IUL;small_airport;IUL
ID-KBF;small_airport;KBF
ID-KBX;small_airport;KBX
ID-KCD;small_airport;KCD
ID-KCI;small_airport;KCI
ID-KEA;small_airport;KEA
ID-KMM;small_airport;KMM
ID-KOD;small_airport;KOD
ID-KRC;small_airport;KRC
ID-KWB;small_airport;KWB
ID-LLN;small_airport;LLN
ID-LWE;small_airport;LWE
ID-LYK;small_airport;LYK
ID-MJY;small_airport;MJY
ID-MPT;small_airport;MPT
ID-MSI;small_airport;MSI
ID-MUF;small_airport;MUF
ID-NAF;small_airport;NAF
ID-OBD;small_airport;OBD
ID-PUM;small_airport;PUM
ID-PWL;small_airport;PWL
ID-RAQ;small_airport;RAQ
ID-RKI;small_airport;RKI
ID-RTI;small_airport;RTI
ID-RUF;small_airport;RUF
ID-RZS;small_airport;RZS
ID-SAE;small_airport;SAE
ID-TBM;small_airport;TBM
ID-TMY;small_airport;TMY
ID-ZEG;small_airport;ZEG
ID-ZGP;medium_airport;UGU
IDN;small_airport;IDN
ILX;closed;ILX
IMA;small_airport;IMA
IMG;small_airport;IMG
IN-0070;small_airport;VDY
IN-JGB;small_airport;JGB
IN-NVY;small_airport;NVY
IN-RJI;small_airport;RJI
IN-TEI;small_airport;TEI
INE;small_airport;INE
IOK;small_airport;IOK
IOP;small_airport;IOP
IR-0001;small_airport;KHA
IR-GSM;small_airport;GSM
IRU;seaplane_base;IRU
ISG;medium_airport;ISG
IT-TQR;heliport;TQR
ITK;small_airport;ITK
IUS;closed;IUS
IVH;closed;IVH
IVI;small_airport;IVI
JGD;medium_airport;JGD
JIC;small_airport;JIC
JIO;small_airport;JIO
JIQ;medium_airport;JIQ
JJD;medium_airport;JJD
JLA;small_airport;JLA
JNB;large_airport;JNB
JOP;small_airport;JOP
JPB;closed;JPB
JPN;heliport;JPN
JRA;heliport;JRA
JRB;heliport;JRB
JUH;small_airport;JUH
K00C;small_airport;AMK
K00F;small_airport;BDX
K05U;small_airport;EUE
K06U;small_airport;KPT
K07;small_airport;RLA
K0B8;small_airport;FID
K0K7;small_airport;HUD
K0S9;small_airport;TWD
K0V7;small_airport;MVM
K1B1;small_airport;HCC
K1F0;small_airport;AHD
K1G4;small_airport;GCW
K1O2;small_airport;CKE
K1O5;small_airport;ROF
K1V6;small_airport;CNE
K21;seaplane_base;RSX
K23;small_airport;COP
K29;small_airport;CIL
K2F0;small_airport;IRB
K2O1;small_airport;GNF
K2S7;small_airport;CHZ
K2W6;small_airport;LTW
K37V;small_airport;AHF
K39N;small_airport;PCT
K3C8;small_airport;CTO
K3O9;small_airport;NRI
K3S8;small_airport;GTP
K3TR;small_airport;NLE
K3W7;small_airport;GCD
K40G;small_airport;VLE
K40J;small_airport;FPY
K41U;small_airport;NTJ
K43U;closed;MSD
K44U;small_airport;SBO
K47N;small_airport;JVI
K4R7;small_airport;UCE
K4S1;small_airport;GOL
K50I;small_airport;KKT
K5N2;small_airport;PRW
K5T9;small_airport;EGP
K61B;small_airport;BLD
K67L;small_airport;MFH
K6D9;small_airport;ECA
K6S2;small_airport;FMU
K74S;small_airport;OTS
K74V;small_airport;ROL
K7G9;small_airport;CTK
K7V2;small_airport;WPO
K80F;small_airport;ATE
K8A6;small_airport;QWG
K9U3;small_airport;ASQ
KAAF;small_airport;AAF
KABE;medium_airport;ABE
KABI;medium_airport;ABI
KABQ;large_airport;ABQ
KABR;medium_airport;ABR
KABY;medium_airport;ABY
KACB;small_airport;ACB
KACK;medium_airport;ACK
KACT;medium_airport;ACT
KACV;medium_airport;ACV
KACY;medium_airport;ACY
KADG;small_airport;ADG
KADH;small_airport;ADT
KADM;small_airport;ADM
KADS;small_airport;ADS
KADW;large_airport;ADW
KAE;seaplane_base;KAE
KAEL;small_airport;AEL
KAEX;medium_airport;AEX
KAF;small_airport;KAF
KAFF;small_airport;AFF
KAFJ;small_airport;WSG
KAFN;small_airport;AFN
KAFO;small_airport;AFO
KAFW;large_airport;AFW
KAGC;medium_airport;AGC
KAGO;small_airport;AGO
KAGS;large_airport;AGS
KAHC;small_airport;AHC
KAHH;small_airport;AHH
KAHN;medium_airport;AHN
KAIA;small_airport;AIA
KAID;small_airport;AID
KAIK;small_airport;AIK
KAIO;small_airport;AIO
KAIV;small_airport;AIV
KAIY;closed;AIY
KAIZ;small_airport;AIZ
KAKO;small_airport;AKO
KAKR;medium_airport;AKC
KALB;medium_airport;ALB
KALI;medium_airport;ALI
KALM;medium_airport;ALM
KALN;medium_airport;ALN
KALO;medium_airport;ALO
KALS;medium_airport;ALS
KALW;medium_airport;ALW
KALX;small_airport;ALX
KAMA;large_airport;AMA
KAMN;small_airport;AMN
KAMW;small_airport;AMW
KANB;medium_airport;ANB
KAND;medium_airport;AND
KANK;small_airport;SLT
KANP;small_airport;ANP
KANQ;small_airport;ANQ
KANW;small_airport;ANW
KANY;small_airport;ANY
KAOH;small_airport;AOH
KAOO;medium_airport;AOO
KAPA;medium_airport;APA
KAPC;small_airport;APC
KAPF;medium_airport;APF
KAPG;medium_airport;APG
KAPH;small_airport;APH
KAPN;medium_airport;APN
KAPT;small_airport;APT
KAPV;small_airport;APV
KAQ;small_airport;KAQ
KARA;medium_airport;ARA
KARB;small_airport;ARB
KARG;small_airport;ARG
KARM;small_airport;WHT
KARR;small_airport;AUZ
KART;medium_airport;ART
KARV;small_airport;ARV
KARW;small_airport;BFT
KASE;medium_airport;ASE
KASG;small_airport;SPZ
KASH;small_airport;ASH
KASL;small_airport;ASL
KASN;small_airport;ASN
KAST;medium_airport;AST
KASX;small_airport;ASX
KASY;small_airport;ASY
KATL;large_airport;ATL
KATS;small_airport;ATS
KATW;small_airport;ATW
KATY;medium_airport;ATY
KAUG;medium_airport;AUG
KAUM;small_airport;AUM
KAUN;small_airport;AUN
KAUO;small_airport;AUO
KAUS;large_airport;AUS
KAUW;medium_airport;AUW
KAVL;large_airport;AVL
KAVO;small_airport;AVO
KAVP;medium_airport;AVP
KAVQ;small_airport;AVW
KAVX;small_airport;AVX
KAWM;small_airport;AWM
KAXA;small_airport;AXG
KAXN;medium_airport;AXN
KAXS;small_airport;AXS
KAXV;small_airport;AXV
KAXX;small_airport;AXX
KAYE;closed;AYE
KAYS;small_airport;AYS
KAYX;small_airport;TUH
KAZO;medium_airport;AZO
KBAB;large_airport;BAB
KBAD;large_airport;BAD
KBAF;medium_airport;BAF
KBAK;medium_airport;CLU
KBAM;small_airport;BAM
KBBB;small_airport;BBB
KBBD;medium_airport;BBD
KBBP;small_airport;BTN
KBBW;small_airport;BBW
KBCB;small_airport;BCB
KBCE;medium_airport;BCE
KBCT;small_airport;BCT
KBDE;medium_airport;BDE
KBDG;small_airport;BDG
KBDL;large_airport;BDL
KBDR;medium_airport;BDR
KBDU;small_airport;WBU
KBE;seaplane_base;KBE
KBEC;small_airport;BEC
KBED;medium_airport;BED
KBEH;small_airport;BEH
KBFD;medium_airport;BFD
KBFF;medium_airport;BFF
KBFI;large_airport;BFI
KBFL;medium_airport;BFL
KBFM;medium_airport;BFM
KBFR;small_airport;BFR
KBGD;small_airport;BGD
KBGE;small_airport;BGE
KBGM;medium_airport;BGM
KBGR;large_airport;BGR
KBHB;medium_airport;BHB
KBHM;large_airport;BHM
KBID;small_airport;BID
KBIE;small_airport;BIE
KBIF;medium_airport;BIF
KBIH;medium_airport;BIH
KBIL;large_airport;BIL
KBIS;medium_airport;BIS
KBIX;medium_airport;BIX
KBJC;medium_airport;BJC
KBJI;medium_airport;BJI
KBJJ;small_airport;BJJ
KBKD;small_airport;BKD
KBKE;medium_airport;BKE
KBKF;medium_airport;BFK
KBKL;medium_airport;BKL
KBKT;small_airport;BKT
KBKW;medium_airport;BKW
KBKX;small_airport;BKX
KBLF;medium_airport;BLF
KBLH;medium_airport;BLH
KBLI;medium_airport;BLI
KBLM;small_airport;BLM
KBLU;small_airport;BLU
KBLV;large_airport;BLV
KBM;small_airport;KBM
KBMC;small_airport;BMC
KBMG;medium_airport;BMG
KBMI;large_airport;BMI
KBML;small_airport;BML
KBMT;small_airport;BMT
KBNA;large_airport;BNA
KBNG;small_airport;BNG
KBNL;small_airport;BNL
KBNO;medium_airport;BNO
KBNW;small_airport;BNW
KBOI;large_airport;BOI
KBOS;large_airport;BOS
KBOW;small_airport;BOW
KBPG;small_airport;HCA
KBPI;medium_airport;BPI
KBPK;medium_airport;WMH
KBPT;medium_airport;BPT
KBQK;medium_airport;BQK
KBRD;medium_airport;BRD
KBRL;medium_airport;BRL
KBRO;medium_airport;BRO
KBRY;small_airport;BRY
KBTF;small_airport;BTF
KBTL;medium_airport;BTL
KBTM;medium_airport;BTM
KBTN;small_airport;TTO
KBTP;small_airport;BTP
KBTR;medium_airport;BTR
KBTV;medium_airport;BTV
KBTY;small_airport;BTY
KBUB;small_airport;BUB
KBUF;large_airport;BUF
KBUM;small_airport;BUM
KBUR;medium_airport;BUR
KBVI;medium_airport;BFP
KBVO;small_airport;BVO
KBVS;small_airport;MVW
KBVX;small_airport;BVX
KBVY;medium_airport;BVY
KBWC;small_airport;BWC
KBWD;small_airport;BWD
KBWG;medium_airport;BWG
KBWI;large_airport;BWI
KBWP;small_airport;WAH
KBWW;small_airport;BWM
KBXA;small_airport;BXA
KBXK;small_airport;BXK
KBYG;small_airport;BYG
KBYH;medium_airport;BYH
KBYI;medium_airport;BYI
KBYS;medium_airport;BYS
KBYY;small_airport;BBC
KBZN;medium_airport;BZN
KC02;small_airport;XES
KC65;small_airport;PLY
KC80;small_airport;CLG
KCAD;small_airport;CAD
KCAE;large_airport;CAE
KCAG;small_airport;CIG
KCAK;medium_airport;CAK
KCAO;small_airport;CAO
KCAR;medium_airport;CAR
KCBE;small_airport;CBE
KCBF;small_airport;CBF
KCBK;small_airport;CBK
KCBM;large_airport;CBM
KCC;seaplane_base;KCC
KCCB;small_airport;CCB
KCCR;small_airport;CCR
KCCY;medium_airport;CCY
KCDA;small_airport;LLX
KCDC;medium_airport;CDC
KCDH;small_airport;CDH
KCDN;small_airport;CDN
KCDR;medium_airport;CDR
KCDS;medium_airport;CDS
KCDW;small_airport;CDW
KCEA;small_airport;CEA
KCEC;medium_airport;CEC
KCEF;medium_airport;CEF
KCEU;small_airport;CEU
KCEV;small_airport;CEV
KCEW;medium_airport;CEW
KCEY;small_airport;CEY
KCEZ;small_airport;CEZ
KCFD;small_airport;CFD
KCFS;small_airport;TZC
KCFT;small_airport;CFT
KCFV;small_airport;CFV
KCG;closed;KCG
KCGE;small_airport;CGE
KCGF;medium_airport;CGF
KCGI;medium_airport;CGI
KCGS;small_airport;CGS
KCGX;closed;CGX
KCGZ;small_airport;CGZ
KCHA;large_airport;CHA
KCHK;small_airport;CHK
KCHO;medium_airport;CHO
KCHS;large_airport;CHS
KCIC;small_airport;CIC
KCID;large_airport;CID
KCIN;small_airport;CIN
KCIR;small_airport;CIR
KCIU;medium_airport;CIU
KCKA;small_airport;CKA
KCKB;medium_airport;CKB
KCKC;small_airport;GRM
KCKM;small_airport;CKM
KCKN;small_airport;CKN
KCKV;small_airport;CKV
KCL;small_airport;KCL
KCLE;large_airport;CLE
KCLI;small_airport;CLI
KCLK;small_airport;CLK
KCLL;medium_airport;CLL
KCLM;medium_airport;CLM
KCLR;small_airport;CLR
KCLS;small_airport;CLS
KCLT;large_airport;CLT
KCLW;small_airport;CLW
KCMH;large_airport;CMH
KCMI;medium_airport;CMI
KCMX;medium_airport;CMX
KCMY;small_airport;CMY
KCN;seaplane_base;KCN
KCNH;small_airport;CNH
KCNK;small_airport;CNK
KCNM;medium_airport;CNM
KCNO;small_airport;CNO
KCNU;medium_airport;CNU
KCNW;small_airport;CNW
KCNY;small_airport;CNY
KCOD;medium_airport;COD
KCOE;medium_airport;COE
KCOF;medium_airport;COF
KCOI;small_airport;COI
KCOM;small_airport;COM
KCON;medium_airport;CON
KCOS;large_airport;COS
KCOT;small_airport;COT
KCOU;medium_airport;COU
KCPM;small_airport;CPM
KCPR;medium_airport;CPR
KCPS;small_airport;CPS
KCQW;small_airport;HCW
KCR;small_airport;KCR
KCRE;medium_airport;CRE
KCRG;medium_airport;CRG
KCRO;small_airport;CRO
KCRP;large_airport;CRP
KCRQ;medium_airport;CLD
KCRS;small_airport;CRS
KCRT;small_airport;CRT
KCRW;large_airport;CRW
KCRX;small_airport;CRX
KCSG;medium_airport;CSG
KCSM;small_airport;CSM
KCSQ;small_airport;CSQ
KCSV;medium_airport;CSV
KCTB;medium_airport;CTB
KCTY;small_airport;CTY
KCTZ;small_airport;CTZ
KCUB;medium_airport;CUB
KCUH;small_airport;CUH
KCVG;large_airport;CVG
KCVK;small_airport;CKK
KCVN;small_airport;CVN
KCVO;medium_airport;CVO
KCVS;large_airport;CVS
KCWA;medium_airport;CWA
KCWC;small_airport;KIP
KCWF;small_airport;CWF
KCWI;small_airport;CWI
KCXL;small_airport;CXL
KCXO;medium_airport;CXO
KCXP;small_airport;CSN
KCXY;small_airport;HAR
KCYS;medium_airport;CYS
KCZ;medium_airport;KCZ
KCZT;small_airport;CZT
KD60;small_airport;VEX
KDAA;medium_airport;DAA
KDAB;large_airport;DAB
KDAG;medium_airport;DAG
KDAL;large_airport;DAL
KDAN;medium_airport;DAN
KDAY;large_airport;DAY
KDBN;small_airport;DBN
KDBQ;large_airport;DBQ
KDCA;large_airport;DCA
KDCU;small_airport;DCU
KDDC;medium_airport;DDC
KDEC;medium_airport;DEC
KDEH;small_airport;DEH
KDEN;large_airport;DEN
KDET;medium_airport;DET
KDFI;small_airport;DFI
KDFW;large_airport;DFW
KDGL;small_airport;DGL
KDGW;small_airport;DGW
KDHN;medium_airport;DHN
KDHT;medium_airport;DHT
KDIK;medium_airport;DIK
KDKK;small_airport;DKK
KDLC;small_airport;DLL
KDLF;large_airport;DLF
KDLH;large_airport;DLH
KDLN;small_airport;DLN
KDLS;medium_airport;DLS
KDMA;medium_airport;DMA
KDMN;medium_airport;DMN
KDMO;small_airport;DMO
KDNL;medium_airport;DNL
KDNN;small_airport;DNN
KDNS;small_airport;DNS
KDNV;small_airport;DNV
KDOV;large_airport;DOV
KDP;small_airport;KDP
KDPA;medium_airport;DPA
KDPG;small_airport;DPG
KDQ;small_airport;KDQ
KDRA;medium_airport;DRA
KDRI;medium_airport;DRI
KDRM;small_airport;DRE
KDRO;small_airport;DRO
KDRT;medium_airport;DRT
KDS;small_airport;KDS
KDSM;large_airport;DSM
KDSV;small_airport;DSV
KDTA;small_airport;DTA
KDTL;small_airport;DTL
KDTN;small_airport;DTN
KDTS;small_airport;DSI
KDTW;large_airport;DTW
KDUA;small_airport;DUA
KDUC;small_airport;DUC
KDUG;medium_airport;DUG
KDUJ;medium_airport;DUJ
